,City,2017,2018,2019,2020,2021,2022_pred,2023_pred,2024_pred,Count,recomm_2022,diff_2022,recomm_2023,diff_2023,recomm_2024,diff_2024
905,Scuol,9.0,9.0,13.0,20.0,31.0,43.0,59.0,82.0,3.0,4.0,1.0,5.0,1.0,7.0,2.0
906,Sedrun,,,,,,,,,2.0,,,,,,
907,Seelisberg,6.0,6.0,6.0,7.0,8.0,9.0,9.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
908,Seengen,13.0,15.0,22.0,41.0,61.0,91.0,136.0,203.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
909,Seewen SZ,,,,,,,,,1.0,,,,,,
910,Seinäjoki,,,,,,,,,4.0,,,,,,
911,Selzach,4.0,5.0,8.0,13.0,18.0,26.0,39.0,57.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
912,Sembrancher,0.0,1.0,2.0,1.0,1.0,inf,inf,inf,2.0,inf,inf,,,,
913,Sempach,7.0,8.0,12.0,19.0,33.0,49.0,73.0,109.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
914,Sennwald,18.0,22.0,30.0,45.0,64.0,88.0,121.0,167.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
915,Sent,,,,,,,,,1.0,,,,,,
916,Seon,7.0,14.0,17.0,23.0,33.0,50.0,74.0,111.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
917,Servion,2.0,4.0,4.0,13.0,23.0,46.0,92.0,185.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
918,Seuzach,24.0,27.0,32.0,46.0,77.0,104.0,141.0,192.0,9.0,12.0,3.0,16.0,4.0,22.0,6.0
919,Sevelen,5.0,10.0,19.0,33.0,46.0,81.0,142.0,250.0,2.0,4.0,2.0,7.0,3.0,12.0,5.0
920,Siebnen,,,,,,,,,1.0,,,,,,
921,Siegershausen,,,,,,,,,1.0,,,,,,
922,Sierre,22.0,24.0,38.0,45.0,111.0,176.0,278.0,439.0,8.0,13.0,5.0,21.0,8.0,33.0,12.0
923,Signy,,,,,,,,,1.0,,,,,,
924,Signy-Avenex,0.0,0.0,3.0,6.0,8.0,,,,1.0,,,,,,
925,Sihlbrugg,,,,,,,,,3.0,,,,,,
926,Sils,,,,,,,,,2.0,,,,,,
927,Silvaplana,3.0,4.0,3.0,3.0,6.0,8.0,10.0,12.0,4.0,5.0,1.0,6.0,1.0,7.0,1.0
928,Silvaplana Surlej,,,,,,,,,1.0,,,,,,
929,Sion,56.0,81.0,137.0,211.0,362.0,579.0,925.0,1478.0,25.0,40.0,15.0,64.0,24.0,102.0,38.0
930,Sirnach,20.0,21.0,38.0,65.0,98.0,149.0,226.0,344.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
931,Sisikon,0.0,1.0,1.0,1.0,4.0,inf,inf,inf,2.0,inf,inf,,,,
932,Sisseln,2.0,2.0,3.0,6.0,14.0,24.0,41.0,70.0,3.0,5.0,2.0,9.0,4.0,15.0,6.0
933,Solothurn,36.0,42.0,63.0,92.0,154.0,223.0,324.0,470.0,11.0,16.0,5.0,23.0,7.0,33.0,10.0
934,Sonceboz-Sombeval,1.0,3.0,3.0,8.0,14.0,29.0,62.0,130.0,2.0,4.0,2.0,9.0,5.0,19.0,10.0
935,Sorengo,7.0,8.0,11.0,12.0,18.0,23.0,29.0,38.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
936,Speicher,9.0,16.0,23.0,23.0,41.0,61.0,92.0,138.0,4.0,6.0,2.0,9.0,3.0,14.0,5.0
937,Spiez,18.0,20.0,38.0,59.0,94.0,145.0,223.0,343.0,3.0,5.0,2.0,8.0,3.0,12.0,4.0
938,Spiezwiler,,,,,,,,,1.0,,,,,,
939,Spreitenbach,9.0,14.0,24.0,30.0,46.0,70.0,105.0,159.0,10.0,15.0,5.0,22.0,7.0,33.0,11.0
940,St Blaise,,,,,,,,,1.0,,,,,,
941,St-Léonard,,,,,,,,,1.0,,,,,,
942,St-Martin,,,,,,,,,1.0,,,,,,
943,St-Romain,,,,,,,,,1.0,,,,,,
944,St. Antönien,,,,,,,,,1.0,,,,,,
945,St. Florian am Inn,,,,,,,,,1.0,,,,,,
946,St. Gallen,135.0,178.0,265.0,414.0,664.0,992.0,1481.0,2211.0,39.0,58.0,19.0,87.0,29.0,130.0,43.0
947,St. Georgen bei Grieskirchen,,,,,,,,,1.0,,,,,,
948,St. Margrethen,10.0,9.0,11.0,15.0,25.0,32.0,41.0,53.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
949,St. Moritz,17.0,21.0,24.0,34.0,52.0,69.0,92.0,123.0,7.0,9.0,2.0,12.0,3.0,16.0,4.0
950,St.Gallen,,,,,,,,,6.0,,,,,,
951,St.Gallenkappel,,,,,,,,,1.0,,,,,,
952,St.Margrethen,,,,,,,,,1.0,,,,,,
953,Stabio,9.0,9.0,10.0,23.0,36.0,54.0,80.0,120.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
954,Stans,11.0,15.0,22.0,45.0,81.0,135.0,226.0,377.0,11.0,18.0,7.0,30.0,12.0,50.0,20.0
955,Stansstad,13.0,17.0,26.0,39.0,53.0,75.0,107.0,153.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
956,Stechelberg,,,,,,,,,1.0,,,,,,
957,Steffisburg,14.0,20.0,30.0,46.0,76.0,116.0,178.0,271.0,3.0,5.0,2.0,8.0,3.0,12.0,4.0
958,Steg,,,,,,,,,1.0,,,,,,
959,Steg-Hohtenn,12.0,15.0,13.0,10.0,14.0,15.0,16.0,17.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
960,Stein,,,,,,,,,3.0,,,,,,
961,Steinach,3.0,4.0,9.0,17.0,29.0,52.0,93.0,168.0,2.0,4.0,2.0,7.0,3.0,13.0,6.0
962,Steinerberg,3.0,7.0,10.0,12.0,15.0,23.0,36.0,56.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
963,Steinhausen,14.0,17.0,33.0,56.0,107.0,181.0,306.0,517.0,10.0,17.0,7.0,29.0,12.0,49.0,20.0
964,Stettlen,4.0,4.0,4.0,7.0,17.0,26.0,41.0,63.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
965,Stollberg/Erzgeb.,,,,,,,,,1.0,,,,,,
966,Stoos,,,,,,,,,1.0,,,,,,
967,Studen BE,,,,,,,,,1.0,,,,,,
968,Stäfa,36.0,41.0,77.0,117.0,179.0,271.0,412.0,624.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
969,Subingen,5.0,4.0,8.0,12.0,19.0,28.0,41.0,60.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
970,Suhr,10.0,15.0,21.0,26.0,43.0,62.0,90.0,131.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
971,Sulgen,5.0,6.0,7.0,11.0,23.0,35.0,52.0,79.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
972,Sumiswald,1.0,4.0,7.0,12.0,28.0,69.0,168.0,411.0,2.0,5.0,3.0,12.0,7.0,29.0,17.0
973,Sursee,22.0,38.0,64.0,93.0,153.0,249.0,405.0,659.0,10.0,16.0,6.0,26.0,10.0,42.0,16.0
974,Susten,,,,,,,,,1.0,,,,,,
975,Sâles,,,,,,,,,2.0,,,,,,
976,Tafers,7.0,14.0,24.0,33.0,49.0,81.0,132.0,218.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
977,Taverne,,,,,,,,,1.0,,,,,,
978,Tegna,,,,,,,,,1.0,,,,,,
979,Tenniken BL,,,,,,,,,5.0,,,,,,
980,Tennwil,,,,,,,,,1.0,,,,,,
981,Termen,0.0,0.0,1.0,2.0,9.0,,,,1.0,,,,,,
982,Tesserete,,,,,,,,,2.0,,,,,,
983,Teufen,,,,,,,,,3.0,,,,,,
984,Thal,8.0,14.0,23.0,33.0,64.0,108.0,183.0,310.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
985,Thalwil,41.0,55.0,82.0,124.0,202.0,302.0,451.0,673.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
986,Thayngen,9.0,12.0,17.0,25.0,42.0,62.0,91.0,135.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
987,Therwil,21.0,23.0,29.0,38.0,70.0,96.0,133.0,183.0,3.0,4.0,1.0,6.0,2.0,8.0,2.0
988,Thun,58.0,77.0,106.0,154.0,268.0,395.0,583.0,859.0,27.0,40.0,13.0,59.0,19.0,87.0,28.0
989,Thusis,4.0,7.0,8.0,14.0,19.0,28.0,43.0,64.0,4.0,6.0,2.0,9.0,3.0,13.0,4.0
990,Thyon,,,,,,,,,1.0,,,,,,
991,Thyon - Les Collons,,,,,,,,,1.0,,,,,,
992,Thônex,14.0,14.0,27.0,41.0,64.0,96.0,144.0,217.0,5.0,8.0,3.0,12.0,4.0,18.0,6.0
993,Tiefencastel,,,,,,,,,1.0,,,,,,
994,Torricella-Taverne,2.0,3.0,4.0,7.0,19.0,35.0,63.0,115.0,2.0,4.0,2.0,7.0,3.0,13.0,6.0
995,Tramelan,2.0,5.0,9.0,10.0,27.0,55.0,111.0,225.0,3.0,6.0,3.0,12.0,6.0,24.0,12.0
996,Triengen,13.0,15.0,22.0,28.0,43.0,58.0,79.0,108.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
997,Triesen,,,,,,,,,2.0,,,,,,
998,Trogen,4.0,3.0,4.0,7.0,15.0,22.0,33.0,50.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
999,Trubschachen,2.0,3.0,4.0,6.0,9.0,13.0,19.0,28.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1000,Trun,1.0,0.0,0.0,4.0,7.0,,,,1.0,,,,,,
1001,Trübbach,,,,,,,,,1.0,,,,,,
1002,Tschierv,,,,,,,,,1.0,,,,,,
1003,Tumeltsham,,,,,,,,,5.0,,,,,,
1004,Turbenthal,9.0,8.0,14.0,19.0,32.0,45.0,65.0,92.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1005,Turgi,5.0,5.0,9.0,14.0,21.0,31.0,45.0,66.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1006,Tägerwilen,14.0,14.0,26.0,45.0,77.0,121.0,191.0,301.0,6.0,9.0,3.0,14.0,5.0,22.0,8.0
1007,Täsch,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
1008,Unterentfelden,4.0,6.0,7.0,17.0,39.0,72.0,133.0,246.0,4.0,7.0,3.0,13.0,6.0,24.0,11.0
1009,Unteriberg,1.0,1.0,3.0,4.0,13.0,28.0,60.0,128.0,1.0,2.0,1.0,4.0,2.0,9.0,5.0
1010,Unterkulm,1.0,2.0,8.0,13.0,17.0,38.0,85.0,189.0,1.0,2.0,1.0,4.0,2.0,9.0,5.0
1011,Untersiggenthal,15.0,16.0,25.0,48.0,70.0,105.0,158.0,237.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0
1012,Untervaz,5.0,5.0,6.0,7.0,13.0,17.0,22.0,29.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1013,Unterägeri,15.0,27.0,34.0,57.0,80.0,123.0,188.0,289.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1014,Urnäsch,1.0,1.0,1.0,2.0,4.0,6.0,9.0,14.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1015,Ursenbach,1.0,2.0,4.0,4.0,5.0,8.0,12.0,19.0,4.0,6.0,2.0,9.0,3.0,14.0,5.0
1016,Ursy,1.0,4.0,5.0,11.0,30.0,76.0,194.0,494.0,1.0,3.0,2.0,8.0,5.0,20.0,12.0
1017,Urtenen-Schönbühl,11.0,12.0,18.0,25.0,38.0,52.0,72.0,99.0,3.0,4.0,1.0,6.0,2.0,8.0,2.0
1018,Uster,62.0,86.0,143.0,196.0,293.0,433.0,641.0,948.0,8.0,12.0,4.0,18.0,6.0,27.0,9.0
1019,Utzenstorf,6.0,10.0,10.0,16.0,28.0,42.0,63.0,95.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1020,Utzigen,,,,,,,,,1.0,,,,,,
1021,Uznach,4.0,6.0,10.0,19.0,43.0,79.0,144.0,265.0,2.0,4.0,2.0,7.0,3.0,13.0,6.0
1022,Vacallo,3.0,3.0,4.0,8.0,18.0,30.0,49.0,80.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1023,Val-d'Illiez,1.0,2.0,5.0,5.0,9.0,16.0,30.0,55.0,2.0,4.0,2.0,8.0,4.0,15.0,7.0
1024,Val-de-Travers,3.0,14.0,24.0,41.0,64.0,154.0,373.0,899.0,3.0,7.0,4.0,17.0,10.0,41.0,24.0
1025,Vallorbe,0.0,1.0,4.0,12.0,14.0,inf,inf,inf,4.0,inf,inf,,,,
1026,Vals,3.0,3.0,3.0,5.0,5.0,6.0,7.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1027,Vandoeuvres,13.0,15.0,27.0,40.0,51.0,73.0,104.0,148.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1028,Varen,2.0,3.0,6.0,6.0,6.0,8.0,11.0,16.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1029,Vendlincourt,0.0,0.0,0.0,0.0,3.0,,,,1.0,,,,,,
1030,Venthône,,,,,,,,,1.0,,,,,,
1031,Verbier,,,,,,,,,3.0,,,,,,
1032,Vercorin,,,,,,,,,2.0,,,,,,
1033,Vernamiège,,,,,,,,,1.0,,,,,,
1034,Vernate,4.0,5.0,6.0,13.0,18.0,27.0,41.0,61.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0
1035,Vernayaz,4.0,4.0,6.0,7.0,11.0,14.0,19.0,25.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1036,Vernier,34.0,45.0,60.0,90.0,134.0,189.0,267.0,377.0,7.0,10.0,3.0,14.0,4.0,20.0,6.0
1037,Versoix,13.0,17.0,22.0,32.0,55.0,79.0,115.0,166.0,9.0,13.0,4.0,19.0,6.0,27.0,8.0
1038,Vevey,12.0,15.0,23.0,44.0,99.0,172.0,299.0,518.0,7.0,12.0,5.0,21.0,9.0,36.0,15.0
1039,Vex,2.0,3.0,7.0,9.0,19.0,34.0,62.0,112.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
1040,Veyras,,,,,,,,,1.0,,,,,,
1041,Veysonnaz,1.0,1.0,1.0,2.0,5.0,8.0,13.0,21.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1042,Vezia,6.0,5.0,6.0,7.0,11.0,13.0,16.0,19.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1043,Vich,2.0,2.0,4.0,6.0,11.0,17.0,28.0,44.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1044,Villa Luganese,,,,,,,,,1.0,,,,,,
1045,Villars-sous-Yens,2.0,3.0,5.0,6.0,4.0,5.0,6.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1046,Villars-sur-Glâne,19.0,24.0,33.0,54.0,84.0,122.0,178.0,260.0,7.0,10.0,3.0,15.0,5.0,22.0,7.0
1047,Villars-sur-Ollon,,,,,,,,,1.0,,,,,,
1048,Villaz-Saint-Pierre,,,,,,,,,1.0,,,,,,
1049,Villeneuve,,,,,,,,,2.0,,,,,,
1050,Villmergen,14.0,18.0,27.0,22.0,39.0,52.0,70.0,95.0,4.0,5.0,1.0,7.0,2.0,10.0,3.0
1051,Villnachern,3.0,4.0,7.0,9.0,15.0,23.0,34.0,52.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1052,Vilters-Wangs,14.0,21.0,29.0,30.0,43.0,57.0,77.0,103.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1053,Vionnaz,1.0,4.0,11.0,13.0,23.0,56.0,135.0,328.0,2.0,5.0,3.0,12.0,7.0,29.0,17.0
1054,Visp,21.0,25.0,32.0,44.0,82.0,117.0,167.0,238.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1055,Visperterminen,0.0,1.0,4.0,4.0,8.0,inf,inf,inf,2.0,inf,inf,,,,
1056,Visselhövede Hiddingen,,,,,,,,,2.0,,,,,,
1057,Vitznau,8.0,8.0,13.0,17.0,20.0,26.0,33.0,42.0,2.0,3.0,1.0,4.0,1.0,5.0,1.0
1058,Volketswil,46.0,55.0,83.0,114.0,180.0,255.0,360.0,509.0,4.0,6.0,2.0,8.0,2.0,11.0,3.0
1059,Vollèges,,,,,,,,,2.0,,,,,,
1060,Vordemwald,6.0,5.0,9.0,14.0,21.0,30.0,42.0,60.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1061,Vulpera,,,,,,,,,1.0,,,,,,
1062,Vésenaz,,,,,,,,,1.0,,,,,,
1063,Vétroz,8.0,12.0,16.0,27.0,61.0,103.0,175.0,297.0,5.0,8.0,3.0,14.0,6.0,24.0,10.0
1064,Walchwil,14.0,18.0,28.0,38.0,52.0,72.0,101.0,140.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1065,Wald,,,,,,,,,3.0,,,,,,
1066,Waldkirch,8.0,12.0,16.0,19.0,29.0,40.0,56.0,77.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1067,Waldstatt,5.0,6.0,7.0,8.0,13.0,17.0,21.0,27.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1068,Walenstadt,4.0,6.0,11.0,14.0,33.0,57.0,100.0,174.0,3.0,5.0,2.0,9.0,4.0,16.0,7.0
1069,Wallisellen,37.0,53.0,91.0,134.0,198.0,302.0,460.0,702.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1070,Walperswil,3.0,3.0,6.0,10.0,12.0,18.0,26.0,38.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0
1071,Wangen-Brüttisellen,12.0,19.0,29.0,41.0,65.0,99.0,152.0,232.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1072,Wangs,,,,,,,,,4.0,,,,,,
1073,Wattwil,10.0,14.0,24.0,30.0,54.0,83.0,128.0,198.0,3.0,5.0,2.0,8.0,3.0,12.0,4.0
1074,Weesen,5.0,5.0,8.0,13.0,23.0,34.0,52.0,77.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0
1075,Weggis,10.0,14.0,20.0,32.0,45.0,66.0,96.0,140.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1076,Weinfelden,33.0,35.0,63.0,96.0,146.0,216.0,318.0,470.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
1077,Weiningen ZH,,,,,,,,,1.0,,,,,,
1078,Weissbad,,,,,,,,,2.0,,,,,,
1079,Wettingen,21.0,29.0,59.0,96.0,154.0,256.0,425.0,707.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1080,Wetzikon,,,,,,,,,4.0,,,,,,
1081,Widen,6.0,7.0,13.0,23.0,36.0,57.0,91.0,145.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1082,Wil,,,,,,,,,16.0,,,,,,
1083,Wilderswil,2.0,2.0,3.0,2.0,9.0,17.0,33.0,63.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
1084,Wildhaus,,,,,,,,,2.0,,,,,,
1085,Willisau,8.0,10.0,17.0,22.0,44.0,69.0,107.0,167.0,4.0,6.0,2.0,9.0,3.0,14.0,5.0
1086,Windisch,12.0,20.0,30.0,39.0,58.0,86.0,129.0,191.0,2.0,3.0,1.0,4.0,1.0,6.0,2.0
1087,Winterthur,173.0,232.0,389.0,586.0,830.0,1233.0,1831.0,2719.0,13.0,19.0,6.0,28.0,9.0,42.0,14.0
1088,Winterthur ,,,,,,,,,1.0,,,,,,
1089,Winznau,1.0,1.0,2.0,5.0,8.0,14.0,25.0,45.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
1090,Wittenbach,8.0,12.0,18.0,35.0,75.0,133.0,235.0,417.0,3.0,5.0,2.0,9.0,4.0,16.0,7.0
1091,Wohlen,,,,,,,,,4.0,,,,,,
1092,Wolfenschiessen,4.0,4.0,6.0,9.0,11.0,14.0,19.0,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1093,Wolhusen,2.0,5.0,14.0,18.0,27.0,55.0,110.0,223.0,1.0,2.0,1.0,4.0,2.0,8.0,4.0
1094,Worb,10.0,15.0,28.0,43.0,72.0,118.0,195.0,320.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1095,Wyssachen,2.0,3.0,8.0,9.0,13.0,22.0,37.0,62.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1096,Wädenswil,44.0,56.0,91.0,143.0,243.0,375.0,578.0,891.0,2.0,3.0,1.0,5.0,2.0,8.0,3.0
1097,Wäldi,2.0,2.0,6.0,12.0,14.0,25.0,45.0,81.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0
1098,Wünnewil-Flamatt,5.0,11.0,13.0,15.0,27.0,43.0,68.0,107.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1099,Würenlingen,9.0,6.0,8.0,12.0,31.0,47.0,72.0,109.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1100,Yverdon-les-Bains,26.0,30.0,52.0,76.0,144.0,225.0,351.0,548.0,14.0,22.0,8.0,34.0,12.0,53.0,19.0
1101,Yvonand,5.0,7.0,7.0,15.0,29.0,47.0,76.0,123.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1102,Zeneggen,0.0,1.0,1.0,3.0,5.0,inf,inf,inf,2.0,inf,inf,,,,
1103,Zernez,1.0,1.0,2.0,5.0,5.0,8.0,13.0,21.0,4.0,6.0,2.0,10.0,4.0,16.0,6.0
1104,Ziegelbrücke,,,,,,,,,3.0,,,,,,
1105,Zillis,,,,,,,,,1.0,,,,,,
1106,Zinal,,,,,,,,,2.0,,,,,,
1107,Zizers,6.0,9.0,12.0,20.0,30.0,45.0,68.0,101.0,2.0,3.0,1.0,5.0,2.0,7.0,2.0
1108,Zofingen,16.0,18.0,34.0,60.0,91.0,143.0,225.0,355.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
1109,Zollikon,41.0,54.0,75.0,113.0,169.0,241.0,344.0,491.0,3.0,4.0,1.0,6.0,2.0,9.0,3.0
1110,Zuchwil,7.0,7.0,16.0,19.0,53.0,96.0,175.0,317.0,4.0,7.0,3.0,13.0,6.0,24.0,11.0
1111,Zug,125.0,172.0,232.0,333.0,471.0,656.0,915.0,1275.0,21.0,29.0,8.0,40.0,11.0,56.0,16.0
1112,Zumikon,21.0,23.0,40.0,62.0,94.0,139.0,205.0,302.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1113,Zuoz,1.0,1.0,3.0,5.0,9.0,17.0,31.0,59.0,2.0,4.0,2.0,7.0,3.0,13.0,6.0
1114,Zuzwil,,,,,,,,,3.0,,,,,,
1115,Zweidlen,,,,,,,,,1.0,,,,,,
1116,Zweisimmen,3.0,5.0,7.0,11.0,15.0,23.0,34.0,51.0,6.0,9.0,3.0,13.0,4.0,20.0,7.0
1117,Zürich,815.0,940.0,1392.0,2036.0,3017.0,4208.0,5868.0,8185.0,39.0,54.0,15.0,75.0,21.0,105.0,30.0
